continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
asia,bachelor's,y,n,413,2009,northeast,292.0788,hour,y,0
asia,bachelor's,y,y,538,1998,midwest,37417.42,year,y,1
asia,bachelor's,y,n,5580,1996,west,110204.37,year,y,1
asia,bachelor's,y,n,78,1886,west,59139.55,year,y,1
asia,master's,y,n,95347,1995,west,69692.24,year,y,1
asia,bachelor's,n,n,2413,1986,south,28279.36,year,y,1
asia,high school,n,n,2177,2000,midwest,31420.94,year,y,1
asia,bachelor's,y,n,2084,1995,south,28486.1,year,y,1
asia,bachelor's,y,y,2348,1957,south,613.8004,hour,y,1
asia,high school,n,n,8000,2007,midwest,133485.13,year,y,1
asia,bachelor's,n,n,3600,1999,island,137711.11,year,y,1
asia,high school,y,n,2838,1956,northeast,110217.6,year,y,1
europe,doctorate,y,n,1002,1995,west,31781.11,year,y,1
asia,bachelor's,y,n,3597,1972,west,79043.28,week,y,1
asia,master's,n,n,422,2010,west,172309.71,year,y,1
europe,bachelor's,n,n,29765,2005,northeast,18685.73,year,y,1
europe,doctorate,y,n,111687,2009,west,36956.36,year,y,1
asia,bachelor's,n,y,2160,1992,south,11277.13,year,y,1
asia,bachelor's,n,n,1900,1986,south,39247.41,year,y,1
asia,bachelor's,y,n,1178,2001,west,50175.01,year,y,0
asia,master's,y,n,447,2004,south,56467.61,year,y,1
europe,high school,y,n,1514,1999,northeast,106829.01,year,y,1
asia,master's,y,n,3891,2000,midwest,151194.24,year,y,1
asia,bachelor's,n,n,3096,2008,midwest,75250.34,year,y,1
asia,bachelor's,y,n,1301,2006,south,43126.86,year,y,1
asia,bachelor's,n,y,504,1898,west,118174.8,year,y,1
europe,bachelor's,n,y,2333,2009,south,114769.17,year,y,0
asia,master's,n,n,1861,2011,south,137836.21,year,y,0
asia,bachelor's,n,n,-14,2012,west,29325.85,year,y,0
north america,master's,y,n,5546,1996,south,29592.4,year,y,1
asia,high school,y,n,1349,1868,south,6709.99,year,y,1
asia,master's,y,n,1010,2006,midwest,89426.72,year,y,1
europe,bachelor's,n,y,4338,1998,west,25566.32,year,y,0
north america,master's,y,y,1745,1999,south,50507.05,year,y,1
asia,high school,y,n,1456,1998,west,29755.58,year,y,1
north america,master's,n,n,3395,1977,northeast,217.5757,hour,y,0
europe,bachelor's,n,n,4558,1907,northeast,34615.65,year,y,0
asia,bachelor's,y,n,4136,1991,west,45565.62,year,y,0
asia,bachelor's,y,n,1165,2000,northeast,160793.83,year,n,0
asia,bachelor's,n,n,2210,1994,west,104189.5,year,y,0
south america,high school,y,n,2259,1965,midwest,67037.11,year,y,0
europe,master's,n,n,3564,2007,northeast,67398.82,year,y,1
europe,doctorate,n,n,3723,1881,west,121608.16,year,y,1
asia,master's,n,n,2379,2013,south,59389.85,year,y,1
asia,master's,n,n,4867,2014,island,38751.66,year,y,0
asia,high school,n,n,271,1999,northeast,255.7444,hour,y,1
asia,bachelor's,n,n,694,1998,northeast,22953.07,year,y,0
north america,doctorate,n,n,468,1955,west,51730.55,year,y,1
asia,master's,n,n,3871,2010,south,111735.2,year,n,1
africa,bachelor's,y,n,110,1982,midwest,24749.28,year,y,0
south america,bachelor's,n,n,1403,2006,midwest,126174.98,year,y,1
europe,high school,n,n,650,1992,northeast,101742.71,year,y,1
asia,bachelor's,n,y,3791,1998,south,198068.14,year,y,0
asia,high school,n,n,3270,1968,midwest,27002.18,year,y,1
asia,bachelor's,y,n,1510,1856,northeast,859.3788,hour,y,1
asia,master's,n,n,2100,2000,west,21867.98,year,y,0
europe,bachelor's,y,n,4752,1972,west,3758.72,year,y,1
asia,master's,y,n,685,1996,midwest,99713.57,year,y,1
asia,master's,n,n,99027,1979,northeast,116336.39,year,y,1
europe,bachelor's,n,n,2695,1999,south,5484.13,year,y,1
north america,master's,y,n,2072,2007,northeast,131685.32,year,y,1
asia,master's,y,n,981,1986,west,54621.91,year,y,1
asia,bachelor's,n,n,2235,1993,midwest,42323.5,year,y,1
asia,master's,n,n,3723,2005,south,145732.77,year,n,1
asia,high school,n,n,3590,2004,midwest,86874.56,year,y,1
asia,bachelor's,y,n,1476,1992,west,126016.18,year,y,0
asia,doctorate,n,y,1162,2013,south,14164.91,year,y,1
asia,master's,n,n,3362,1993,south,57872.65,year,n,1
asia,high school,y,n,3606,2008,midwest,137728.03,year,y,1
asia,bachelor's,n,n,1946,2006,west,127548.46,year,y,0
asia,bachelor's,n,n,2255,2003,northeast,86588.75,year,y,0
north america,bachelor's,y,n,4517,1948,northeast,82426.28,year,y,0
asia,master's,y,n,538,1997,west,125284.22,year,y,1
north america,master's,y,y,291,2006,west,43139.46,year,y,1
asia,master's,y,n,1211,2010,west,6679.43,year,y,0
north america,master's,y,n,9315,1989,midwest,59877.19,year,y,1
north america,doctorate,y,n,1440,1977,south,108002.37,year,y,1
asia,master's,n,n,3997,2014,northeast,26477.09,year,n,1
europe,master's,y,n,444,1998,midwest,197708.33,year,n,1
asia,bachelor's,n,n,1810,1858,northeast,53261.01,year,y,1
north america,doctorate,n,n,12664,1983,northeast,190.2601,hour,y,0
europe,bachelor's,y,y,2186,2007,northeast,184556.44,year,y,1
asia,master's,y,n,3780,1930,west,157071.33,year,y,1
asia,master's,n,n,86,1972,midwest,83162.23,year,y,1
north america,bachelor's,n,n,929,1831,south,612.305,hour,y,0
europe,high school,n,y,3792,1978,west,106680.94,year,y,0
asia,bachelor's,y,n,3676,2007,west,7215.39,year,y,1
south america,bachelor's,n,n,455,1969,northeast,93038.33,year,y,1
asia,bachelor's,n,n,141,1982,northeast,128504.69,year,y,1
europe,master's,y,n,3415,2012,south,10659.75,year,y,1
asia,master's,y,n,3438,1998,west,57222.86,year,y,1
europe,doctorate,n,n,2192,1998,west,201102.03,year,y,1
asia,bachelor's,n,n,3633,1974,midwest,56197.6,year,y,1
asia,bachelor's,n,n,2898,1977,northeast,802.4758,hour,y,0
north america,master's,n,n,1242,1987,midwest,287433.9,year,y,1
north america,bachelor's,y,n,5583,1991,northeast,114913.17,year,y,0
europe,bachelor's,y,n,128,1985,northeast,309.3313,hour,y,0
north america,bachelor's,y,n,4699,2005,south,7452.71,year,y,1
asia,high school,n,n,279,2003,midwest,150937.75,year,y,0
asia,doctorate,y,n,1959,1925,west,15683.14,year,y,1
north america,master's,y,n,4400,2001,south,52233.72,year,y,1
asia,bachelor's,y,n,4351,1998,midwest,136069.56,year,y,0
asia,high school,y,n,1635,2010,south,20609.82,year,y,1
europe,master's,y,n,768,2013,south,83415.56,year,y,1
north america,bachelor's,y,n,12952,1950,west,65847.25,year,y,0
asia,bachelor's,n,n,2838,2003,northeast,88695.99,year,y,1
asia,bachelor's,n,n,1867,1996,south,60490.62,year,y,1
europe,doctorate,n,n,844,1952,west,42413.53,year,y,1
europe,doctorate,n,n,978,1901,south,47731.42,year,y,1
europe,bachelor's,y,n,2284,2006,island,35841.92,year,y,1
asia,master's,y,n,994,2006,northeast,89782.61,year,n,1
asia,bachelor's,n,n,2693,2010,northeast,53587.65,year,y,0
asia,master's,n,y,110,2003,northeast,93123.34,year,y,1
asia,bachelor's,n,n,283,1993,west,96394.87,year,y,1
north america,master's,y,n,3060,2008,northeast,196354.31,year,y,0
asia,master's,n,n,96,2007,northeast,141461.62,year,y,1
asia,master's,y,n,1765,2003,south,74364.1,year,y,1
asia,master's,y,n,4834,1989,south,44716.35,year,y,1
asia,high school,n,n,2104,1982,midwest,834.0803,hour,y,0
north america,master's,y,n,1519,2014,midwest,140840.72,year,y,1
asia,high school,y,n,35869,1991,south,90643.67,year,n,1
asia,master's,y,n,616,2010,west,41924.85,year,y,0
asia,master's,y,n,773,1992,south,45067.85,year,y,1
asia,master's,y,n,1832,2013,northeast,27589.21,year,y,1
asia,bachelor's,y,n,1219,1996,midwest,29022.98,year,y,1
asia,master's,n,n,1724,1962,west,118822.94,year,y,1
asia,bachelor's,y,n,854,2009,south,71005.24,year,n,1
asia,bachelor's,y,n,1095,2002,northeast,10975.62,year,y,1
asia,high school,y,n,3771,1998,west,34957.73,year,y,0
asia,bachelor's,n,y,807,2000,northeast,78649.84,year,y,1
asia,bachelor's,y,n,1753,1996,northeast,344.9153,hour,y,1
south america,bachelor's,n,y,4932,2003,south,72224.12,year,n,0
europe,master's,y,n,5566,2001,west,49390.5,year,n,1
south america,bachelor's,n,n,519,1998,northeast,30.7996,hour,y,0
asia,high school,y,n,2796,1884,northeast,25472.74,year,y,1
asia,master's,n,n,47001,2012,midwest,32825.07,year,y,1
asia,master's,y,n,5991,2004,south,51184.36,year,y,1
north america,master's,y,n,1288,2006,midwest,46605.1,year,y,1
africa,master's,n,n,2179,2002,midwest,187478.91,year,y,1
asia,master's,n,y,564,1920,south,4575.97,year,y,1
africa,bachelor's,n,y,3901,1891,west,220280.21,year,y,1
north america,master's,n,n,77,2012,south,205657.48,year,n,1
asia,master's,y,n,229,2009,south,4077.71,year,y,1
asia,high school,n,n,2521,1998,northeast,60248.65,month,y,0
asia,bachelor's,y,n,1290,2012,south,835.2531,hour,y,0
north america,master's,y,n,2144,1991,northeast,171973.75,week,y,1
asia,high school,y,n,2150,1945,midwest,124940.96,year,y,1
south america,doctorate,y,n,2706,1985,northeast,20429.94,year,y,1
south america,bachelor's,n,n,2130,2014,northeast,117.59,hour,y,0
asia,bachelor's,y,n,280,2000,northeast,147720.14,year,y,1
asia,master's,y,n,3256,2006,midwest,108873.34,year,y,1
asia,doctorate,n,y,2104,1997,west,99361.22,year,y,1
asia,master's,n,n,3764,2008,midwest,102877.5,year,y,1
asia,bachelor's,y,n,4573,2006,west,61084.99,year,y,0
asia,master's,y,n,503,2012,northeast,98546.0,year,n,1
north america,bachelor's,y,n,2438,1998,northeast,55677.82,year,y,0
asia,bachelor's,n,n,3269,1963,northeast,107563.02,year,y,0
south america,doctorate,n,y,60905,2007,south,87530.84,year,y,1
asia,master's,y,n,1835,2006,northeast,63891.04,year,y,1
asia,master's,n,n,3122,1982,northeast,946.0069,hour,y,0
asia,bachelor's,y,n,922,2009,northeast,148620.51,year,y,1
asia,master's,n,n,91,1833,northeast,517.5769,hour,y,0
europe,master's,y,n,482,2009,west,59142.58,year,y,1
asia,master's,n,n,3202,1986,northeast,131406.31,year,y,0
asia,bachelor's,n,n,2632,1885,northeast,60056.92,year,y,0
asia,master's,n,n,2283,2008,midwest,135276.15,year,y,1
europe,high school,y,n,3646,2009,northeast,51670.91,year,y,1
asia,bachelor's,n,n,-26,2004,south,84359.98,year,y,0
asia,high school,n,n,1262,1987,south,145335.14,year,y,1
europe,bachelor's,y,n,838,1862,south,70530.13,year,y,1
asia,master's,n,y,2559,2008,west,191148.27,year,y,1
asia,master's,y,n,2209,2000,south,107.1327,hour,y,0
asia,doctorate,n,n,1734,1962,south,12559.26,year,y,0
asia,bachelor's,y,n,1824,1996,south,135425.43,year,n,1
asia,bachelor's,y,n,525,1999,midwest,115219.03,year,y,0
asia,master's,y,n,2201,2007,midwest,94290.2,year,y,1
asia,master's,y,n,1673,2012,south,252808.74,year,n,1
asia,master's,n,n,6180,2009,south,61687.78,year,n,1
asia,doctorate,y,n,1656,2006,northeast,63881.17,year,y,1
asia,bachelor's,y,n,1585,2005,west,66573.02,year,y,1
oceania,bachelor's,y,n,284,1989,south,86440.77,year,y,0
asia,master's,y,y,149,1977,south,159217.27,year,y,1
asia,master's,y,n,4448,1945,south,727.0036,hour,y,1
europe,high school,y,n,4689,1996,northeast,32960.69,year,y,1
europe,doctorate,y,n,386,1993,island,44820.86,year,y,1
asia,bachelor's,y,n,1040,1985,west,102534.5,year,y,1
asia,bachelor's,n,n,760,2004,south,48119.07,year,y,0
asia,master's,y,n,2030,1991,northeast,26317.22,year,y,1
asia,master's,n,n,3185,1946,west,99260.93,year,y,1
asia,bachelor's,y,n,12572,1996,northeast,87929.86,year,y,0
asia,high school,y,n,2598,2006,midwest,80671.62,year,y,1
asia,bachelor's,y,n,2937,1993,west,17721.15,year,y,1
asia,master's,y,n,723,2009,south,94141.29,year,y,1
north america,bachelor's,n,n,3544,2001,island,274.2609,hour,y,0
south america,bachelor's,n,y,1022,2010,south,709.1091,hour,y,1
asia,master's,n,n,1369,2006,midwest,88318.4,year,y,0
asia,bachelor's,y,n,2843,1987,northeast,262777.69,year,y,1
asia,doctorate,y,n,2698,1999,south,63217.12,year,y,1
asia,bachelor's,n,n,1359,2001,northeast,102.7,hour,y,0
asia,master's,n,y,308,1986,west,103913.4,year,y,1
north america,master's,n,n,186,2014,south,92524.19,year,n,1
asia,high school,n,y,1519,1876,northeast,57166.04,year,y,1
asia,high school,n,n,2931,1993,south,122388.47,year,y,1
asia,bachelor's,n,n,1986,2007,northeast,701.5948,hour,y,0
asia,bachelor's,y,n,453,1884,midwest,134089.1,year,y,0
europe,master's,n,n,566,2004,west,147795.3,year,y,0
asia,bachelor's,y,n,1027,2010,west,67260.79,year,y,1
north america,master's,y,n,885,2000,northeast,142793.24,year,n,1
asia,bachelor's,y,y,3584,1997,northeast,90877.52,year,y,0
asia,master's,n,n,291,1977,south,56585.82,year,y,0
europe,bachelor's,y,n,2774,1911,west,15244.31,year,y,1
asia,bachelor's,y,n,849,1890,south,248.3727,hour,y,0
asia,high school,n,n,76,1989,midwest,99352.19,year,y,0
asia,bachelor's,y,y,1459,2002,south,886.6149,hour,y,0
africa,high school,y,y,4068,2004,west,51060.2,year,y,0
europe,high school,y,n,2750,1868,northeast,21724.59,year,y,1
asia,master's,n,n,2793,2010,west,42600.98,year,y,0
asia,bachelor's,n,n,8127,1870,west,36973.18,year,n,0
asia,bachelor's,y,n,23335,1979,west,65315.3,year,y,0
north america,bachelor's,y,n,4822,1980,northeast,44641.43,year,y,0
asia,bachelor's,y,n,1840,2010,south,173423.09,year,y,1
north america,master's,n,y,2222,1999,northeast,46874.93,year,y,0
asia,bachelor's,y,n,358,1848,south,144778.25,month,y,1
asia,bachelor's,y,n,3643,2010,west,75349.78,year,y,0
asia,master's,y,n,3771,1871,midwest,95153.67,year,n,1
asia,high school,n,n,2454,1963,midwest,390.8642,hour,y,0
asia,bachelor's,y,n,1289,1956,west,87035.55,year,y,1
europe,bachelor's,y,n,2838,2013,midwest,28036.68,year,y,0
asia,bachelor's,n,n,2141,1968,midwest,274.253,hour,y,0
asia,bachelor's,y,n,1704,1997,west,79847.2,year,y,1
asia,master's,y,n,3436,1868,midwest,25234.72,year,y,1
asia,master's,y,n,32274,1989,south,67129.67,year,y,1
asia,master's,n,n,172,2007,midwest,80512.92,year,y,1
asia,doctorate,n,y,1487,1977,west,132865.77,year,y,1
asia,bachelor's,n,n,2334,1997,midwest,22297.15,year,y,0
asia,bachelor's,n,y,2131,2011,northeast,104833.47,year,y,0
south america,master's,n,n,2139,1848,west,15247.48,year,y,0
asia,bachelor's,n,n,4590,1998,northeast,77988.29,year,y,0
south america,master's,n,n,957,2005,west,85454.66,year,y,0
north america,doctorate,y,n,2141,1837,midwest,64806.5,year,y,1
europe,high school,n,n,3715,1969,south,12186.69,year,y,1
asia,bachelor's,y,n,731,1978,south,21104.66,month,y,0
south america,master's,y,n,2474,1997,northeast,336.7477,hour,y,0
asia,doctorate,n,n,32,2012,south,163771.16,year,y,0
asia,master's,n,n,982,1864,west,92358.02,year,y,1
asia,bachelor's,n,n,324,1997,midwest,63045.57,year,y,0
asia,high school,n,n,1349,2003,northeast,39.225,hour,y,1
asia,high school,n,n,3028,2013,northeast,171.0931,hour,y,1
asia,high school,n,n,1563,1984,northeast,71491.75,year,y,1
asia,master's,n,n,4675,2010,midwest,102158.17,year,n,1
europe,doctorate,y,n,1386,1974,south,65786.82,year,y,1
europe,master's,n,n,1106,2010,midwest,89419.65,year,y,0
asia,doctorate,y,n,3287,2013,west,152369.01,year,y,0
north america,bachelor's,y,n,3903,1998,south,100124.1,year,y,0
asia,master's,y,n,535,1974,west,41762.93,year,y,1
asia,doctorate,y,y,88,2015,south,47916.58,year,y,0
asia,master's,n,n,1153,2004,west,19367.11,year,y,0
asia,master's,n,y,83,2012,south,80640.83,year,y,1
europe,bachelor's,y,n,4601,2009,west,3455.15,year,y,1
asia,high school,y,y,889,1999,midwest,70095.25,year,y,1
south america,master's,y,n,4165,1998,northeast,68057.99,year,y,1
asia,doctorate,y,n,1623,1985,northeast,91027.19,year,y,1
asia,master's,y,n,4011,2000,northeast,165398.74,year,n,0
asia,bachelor's,y,n,2623,2008,northeast,139028.36,year,y,0
asia,bachelor's,y,n,1782,1998,south,91077.14,year,y,1
asia,high school,y,n,972,1911,west,66469.19,year,y,1
asia,master's,y,n,4524,1856,northeast,47077.85,year,y,1
asia,high school,n,n,3549,1886,island,130706.81,year,y,1
asia,master's,y,n,1023,1997,midwest,68021.59,year,y,1
asia,bachelor's,y,n,350,1911,south,38133.81,year,y,0
north america,bachelor's,y,n,1022,1962,northeast,107762.7,year,y,0
asia,master's,y,y,2130,2011,midwest,124829.82,year,y,0
asia,master's,y,n,52,2006,northeast,62327.78,year,n,1
europe,high school,n,n,2453,1990,south,25151.56,year,y,0
asia,bachelor's,n,n,162,2006,south,76181.99,year,y,1
asia,bachelor's,n,n,2427,1847,south,147320.94,year,y,0
europe,master's,y,n,3995,1994,west,4361.93,year,y,1
asia,master's,n,y,76342,2006,south,40369.43,year,y,0
asia,master's,y,n,5959,2008,west,60783.29,year,y,1
north america,master's,y,n,2214,1989,south,11606.1,year,y,1
asia,master's,y,n,472,1993,northeast,59219.91,year,y,1
asia,high school,y,n,1905,2007,south,45733.28,year,y,1
south america,high school,y,n,72520,1969,west,116261.45,year,n,1
europe,master's,y,n,165,1997,west,268204.62,year,n,0
asia,bachelor's,y,n,6615,2007,south,90102.83,year,y,1
north america,high school,y,n,89925,1998,northeast,40457.91,year,y,0
asia,master's,y,n,3660,2004,northeast,42287.49,year,y,1
europe,master's,y,n,42,1969,northeast,7710.84,year,y,1
asia,master's,y,n,2561,2006,midwest,99702.16,year,y,1
north america,bachelor's,y,n,2011,1989,south,60249.24,year,y,1
asia,master's,n,n,1408,1977,northeast,89394.88,year,y,0
europe,master's,y,n,3172,1987,west,9912.5,year,y,1
europe,doctorate,y,n,3146,2007,midwest,80500.16,year,y,1
asia,master's,n,n,2076,2008,midwest,11582.63,year,y,1
asia,master's,y,n,42,1994,northeast,69070.06,year,y,1
asia,bachelor's,y,n,1381,2006,south,68330.77,year,y,0
asia,master's,y,n,3209,1998,northeast,95354.17,year,y,1
asia,high school,n,n,751,2005,island,132837.86,year,y,0
asia,high school,n,n,1046,2005,midwest,148124.24,year,y,1
asia,master's,n,n,2022,2001,northeast,119087.02,year,n,1
asia,bachelor's,y,n,2626,2004,west,76224.64,year,y,1
asia,master's,n,n,253,1976,south,110.85,hour,y,0
asia,master's,n,n,30710,1993,midwest,85459.81,year,n,1
asia,bachelor's,y,n,806,1993,west,30929.22,year,n,1
asia,doctorate,n,n,1936,2007,northeast,645.2549,hour,y,1
north america,master's,n,n,3374,1997,midwest,4164.47,year,y,0
asia,bachelor's,y,n,5770,1999,south,30881.58,year,y,1
africa,bachelor's,n,n,5270,2001,northeast,41560.63,year,y,1
asia,bachelor's,n,n,114,1968,south,105094.06,year,y,1
asia,master's,n,y,156,1995,south,122622.08,year,y,0
north america,bachelor's,n,n,2843,1939,northeast,417.9405,hour,y,1
asia,master's,y,n,19337,1969,northeast,82905.54,year,y,0
asia,master's,y,n,1959,2009,south,76124.64,year,n,1
asia,master's,n,n,3584,1980,south,125122.1,year,y,1
asia,bachelor's,y,n,1734,1933,west,69560.34,year,y,1
asia,bachelor's,y,n,5022,1997,northeast,80767.52,year,y,0
north america,bachelor's,y,n,2629,1997,northeast,91683.19,year,y,1
asia,doctorate,n,n,2425,1981,northeast,4424.3,year,y,1
asia,master's,y,n,3326,2007,south,105869.16,year,y,1
asia,master's,y,n,485,2006,midwest,257994.73,year,y,1
asia,doctorate,n,n,1267,2004,midwest,50147.21,year,y,0
asia,master's,n,n,5369,1952,midwest,146605.22,year,n,1
asia,high school,y,n,1735,2004,south,121012.65,year,y,1
asia,master's,y,n,4735,2012,west,88641.79,year,y,1
asia,master's,y,n,1066,1971,midwest,424.47,year,y,1
asia,master's,y,n,4841,1998,west,27678.35,year,y,0
africa,master's,n,n,3903,2003,northeast,35751.52,year,y,1
asia,high school,y,n,3654,1978,northeast,103897.57,year,y,1
asia,bachelor's,y,n,4756,2010,northeast,205.1512,hour,y,0
north america,bachelor's,y,n,3373,2013,south,56815.07,year,y,1
asia,bachelor's,y,n,1440,2001,south,111414.29,year,y,1
europe,doctorate,n,n,3618,1987,south,44389.03,year,y,1
asia,high school,n,y,597,2005,northeast,94229.0,year,y,1
europe,master's,n,n,994,1975,northeast,155.67,hour,y,0
south america,bachelor's,y,n,922,1986,northeast,18854.43,year,y,1
africa,master's,y,n,3911,1979,midwest,46766.89,year,y,1
asia,bachelor's,n,n,1190,2013,south,85490.1,year,y,0
asia,bachelor's,n,n,1659,1900,west,44633.37,year,y,1
europe,master's,y,n,196,1973,northeast,46290.18,year,y,1
north america,master's,y,n,1617,1999,midwest,90735.69,year,y,1
europe,doctorate,y,n,1214,1998,northeast,110435.4,year,y,1
asia,master's,n,n,44709,2002,midwest,154543.07,year,y,1
asia,bachelor's,n,y,318,1961,midwest,123125.64,year,y,1
asia,bachelor's,y,n,1020,1999,west,92377.97,year,y,0
asia,bachelor's,y,n,882,1947,midwest,167811.85,week,y,1
oceania,master's,n,n,735,2002,midwest,129812.29,year,y,0
asia,master's,n,n,11791,2006,west,63031.67,year,y,1
europe,master's,y,n,1516,1839,west,49458.33,year,y,1
asia,master's,n,y,147,1974,midwest,127759.73,year,y,1
north america,high school,n,y,2324,1997,west,82805.44,year,y,0
north america,bachelor's,y,n,816,2005,west,55306.67,year,y,1
asia,bachelor's,y,n,3899,1939,midwest,135156.71,year,y,1
north america,master's,y,n,2924,1968,northeast,78982.26,year,y,0
